Location,Rainfall (mm),Depth_to_Water_Level (m),Seasonal_Fluctuation (m),Soil_Type,Rock_Type,Aquifer_Type,Required_Bore_Depth (m)
Rangareddy,1095.76,6.64,1.81,Loamy,Granite,Semi-confined,9.54
Nalgonda,1008.98,7.25,3.9,Loamy,Schist,Unconfined,13.59
Hyderabad,1239.1,7.33,3.82,Laterite,Granite,Confined,12.49
Nizamabad,1094.74,7.38,2.45,Loamy,Quartzite,Confined,11.99
Hyderabad,1196.23,7.59,4.75,Black Cotton,Schist,Unconfined,13.46
Nalgonda,1025.9,7.2,4.21,Black Cotton,Quartzite,Confined,12.9
Adilabad,1122.42,2.87,3.87,Loamy,Quartzite,Unconfined,8.8
Khammam,1578.1,9.17,3.75,Red Sandy,Quartzite,Semi-confined,15.71
Rangareddy,1100.47,9.09,2.95,Red Sandy,Granite,Confined,13.64
Nalgonda,933.33,8.6,2.71,Black Cotton,Granite,Confined,12.74
Warangal,1775.4,7.52,2.71,Laterite,Granite,Semi-confined,11.44
Khammam,1649.41,7.59,2.35,Black Cotton,Basalt,Confined,11.05
Hyderabad,1170.28,7.87,1.63,Red Sandy,Granite,Confined,11.04
Hyderabad,1242.82,9.06,2.29,Black Cotton,Granite,Confined,12.56
Medak,1204.17,14.54,3.36,Laterite,Basalt,Semi-confined,20.37
Mahabubnagar,1245.46,8.96,3.54,Red Sandy,Schist,Semi-confined,15.07
Mahabubnagar,1193.38,7.12,3.36,Loamy,Schist,Unconfined,12.77
Rangareddy,1081.75,9.03,3.89,Laterite,Quartzite,Confined,14.57
Warangal,1828.01,7.46,4.3,Loamy,Quartzite,Unconfined,14.07
Warangal,1805.07,8.67,4.23,Black Cotton,Quartzite,Semi-confined,15.47
Nalgonda,930.44,9.38,3.43,Loamy,Granite,Unconfined,15.16
Adilabad,1124.73,5.11,2.66,Black Cotton,Basalt,Semi-confined,9.08
Nizamabad,1138.47,8.89,4.72,Laterite,Basalt,Unconfined,15.95
Nalgonda,992.92,6.95,3.65,Laterite,Quartzite,Semi-confined,12.87
Mahabubnagar,1276.11,6.78,4.59,Red Sandy,Basalt,Confined,12.78
Nizamabad,1134.31,7.24,3.43,Red Sandy,Basalt,Unconfined,12.96
Rangareddy,1149.94,8.32,1.75,Red Sandy,Basalt,Semi-confined,11.71
Nalgonda,1021.93,8.53,1.61,Black Cotton,Granite,Unconfined,12.26
Nizamabad,1087.19,8.92,4.37,Black Cotton,Basalt,Semi-confined,15.13
Khammam,1593.15,8.61,4.97,Laterite,Schist,Unconfined,16.32
Karimnagar,1278.34,7.77,3.84,Black Cotton,Granite,Unconfined,12.91
Nizamabad,1110.89,7.56,3.6,Black Cotton,Granite,Semi-confined,12.48
Adilabad,1046.25,5.17,1.93,Red Sandy,Granite,Semi-confined,8.56
Mahabubnagar,1217.25,8.14,1.88,Red Sandy,Granite,Unconfined,11.06
Warangal,1815.73,9.22,3.09,Red Sandy,Schist,Unconfined,13.44
Khammam,1614.1,7.89,4.35,Laterite,Granite,Semi-confined,14.44
Adilabad,1099.63,2.77,3.73,Black Cotton,Quartzite,Confined,9.41
Karimnagar,1295.74,8.16,2.99,Loamy,Schist,Semi-confined,13.36
Hyderabad,1184.79,8.74,3.04,Black Cotton,Basalt,Semi-confined,14.32
Karimnagar,1228.59,7.99,4.31,Loamy,Schist,Unconfined,13.83
Warangal,1781.55,6.98,4.88,Laterite,Quartzite,Semi-confined,12.87
Warangal,1743.04,6.8,2.51,Black Cotton,Quartzite,Semi-confined,11.02
Mahabubnagar,1277.91,8.49,4.31,Loamy,Quartzite,Semi-confined,15.54
Mahabubnagar,1243.55,6.67,3.6,Black Cotton,Schist,Confined,12.67
Mahabubnagar,1267.27,7.33,4.96,Laterite,Quartzite,Unconfined,14.47
Adilabad,1132.39,5.09,4.48,Black Cotton,Granite,Unconfined,11.23
Hyderabad,1184.18,8.79,3.01,Black Cotton,Granite,Unconfined,13.76
Nizamabad,1101.32,9.36,2.92,Black Cotton,Granite,Semi-confined,15.09
Adilabad,1045.38,3.37,4.51,Loamy,Basalt,Semi-confined,10.54
Mahabubnagar,1258.7,8.41,2.26,Black Cotton,Quartzite,Unconfined,13.02
Nalgonda,1013.26,7.2,4.68,Loamy,Granite,Confined,14.48
Karimnagar,1231.19,7.38,2.4,Red Sandy,Granite,Semi-confined,10.82
Nalgonda,989.39,8.75,2.32,Black Cotton,Schist,Semi-confined,13.61
Nalgonda,1002.03,6.83,3.82,Laterite,Schist,Unconfined,13.11
Nalgonda,938.23,6.58,2.66,Loamy,Granite,Semi-confined,11.04
Mahabubnagar,1248.74,8.44,3.67,Black Cotton,Quartzite,Semi-confined,13.77
Khammam,1556.06,8.26,3.81,Loamy,Basalt,Confined,14.4
Rangareddy,1060.71,8.1,2.36,Laterite,Granite,Unconfined,11.61
Adilabad,1118.74,5.29,3.25,Red Sandy,Basalt,Semi-confined,11.26
Khammam,1573.4,7.92,2.73,Loamy,Quartzite,Unconfined,12.25
Rangareddy,1080.31,6.86,4.38,Laterite,Basalt,Semi-confined,12.26
Nizamabad,1151.21,8.53,4.43,Loamy,Quartzite,Semi-confined,15.47
Warangal,1768.64,9.01,4.39,Laterite,Basalt,Semi-confined,15.3
Nalgonda,1025.35,7.23,3.33,Red Sandy,Quartzite,Semi-confined,12.26
Nizamabad,1109.19,7.19,3.88,Loamy,Basalt,Semi-confined,12.51
Rangareddy,1112.89,6.44,2.43,Loamy,Granite,Unconfined,11.78
Nalgonda,944.81,6.92,2.73,Red Sandy,Schist,Semi-confined,11.39
Medak,1252.86,14.95,2.62,Black Cotton,Quartzite,Confined,18.87
Medak,1215.55,15.23,4.95,Loamy,Basalt,Confined,22.27
Warangal,1769.27,7.11,3.29,Loamy,Basalt,Unconfined,12.13
Karimnagar,1287.16,8.07,2.53,Black Cotton,Schist,Unconfined,12.92
Medak,1219.14,17.14,2.35,Loamy,Granite,Confined,21.97
Mahabubnagar,1233.92,7.54,2.89,Loamy,Granite,Unconfined,12.01
Hyderabad,1237.37,6.75,2.45,Black Cotton,Quartzite,Semi-confined,10.62
Medak,1238.77,16.16,3.97,Laterite,Granite,Unconfined,21.82
Rangareddy,1111.95,7.21,3.14,Red Sandy,Schist,Confined,11.93
Mahabubnagar,1273.44,7.34,3.95,Black Cotton,Quartzite,Unconfined,12.58
Karimnagar,1250.33,8.08,1.88,Black Cotton,Basalt,Unconfined,12.82
Nalgonda,961.67,7.72,2.45,Laterite,Quartzite,Confined,12.01
Adilabad,1133.94,3.18,4.03,Black Cotton,Granite,Confined,10.09
Khammam,1649.29,8.68,3.05,Black Cotton,Quartzite,Semi-confined,14.35
Medak,1164.5,16.37,3.28,Black Cotton,Granite,Unconfined,21.58
Khammam,1595.29,8.97,2.31,Red Sandy,Schist,Confined,13.59
Medak,1198.44,15.73,3.14,Laterite,Basalt,Confined,20.85
Khammam,1619.14,9.11,1.57,Laterite,Schist,Confined,12.92
Hyderabad,1200.06,8.41,2.97,Black Cotton,Quartzite,Semi-confined,14.21
Medak,1169.96,14.71,4.45,Red Sandy,Schist,Semi-confined,21.49
Mahabubnagar,1236.08,7.86,1.89,Red Sandy,Quartzite,Unconfined,10.8
Nalgonda,1007.9,7.32,1.93,Laterite,Basalt,Unconfined,11.84
Rangareddy,1061.9,7.32,1.93,Red Sandy,Granite,Unconfined,10.37
Hyderabad,1150.29,6.58,3.5,Laterite,Schist,Unconfined,11.31
Warangal,1806.19,7.58,2.65,Red Sandy,Schist,Semi-confined,11.67
Warangal,1822.54,8.87,2.57,Black Cotton,Basalt,Semi-confined,13.22
Karimnagar,1252.18,6.49,3.65,Loamy,Schist,Confined,11.38
Nizamabad,1144.41,8.85,4.17,Red Sandy,Schist,Confined,15.37
Nalgonda,956.87,7.89,1.79,Laterite,Quartzite,Semi-confined,11.9
Mahabubnagar,1236.73,9.26,2.3,Laterite,Granite,Semi-confined,13.58
Karimnagar,1246.39,7.5,3.11,Red Sandy,Granite,Semi-confined,11.7
Mahabubnagar,1198.68,9.33,4.93,Loamy,Schist,Unconfined,16.62
Medak,1244.2,16.78,1.63,Loamy,Granite,Confined,21.39
Khammam,1620.55,6.96,2.84,Red Sandy,Quartzite,Semi-confined,12.31
Warangal,1748.53,6.56,4.76,Loamy,Quartzite,Confined,13.35
Karimnagar,1213.58,7.41,3.03,Red Sandy,Granite,Confined,12.87
Mahabubnagar,1231.5,6.85,1.6,Black Cotton,Quartzite,Semi-confined,10.4
Rangareddy,1062.41,8.66,3.14,Loamy,Quartzite,Semi-confined,14.61
Medak,1253.44,14.52,4.8,Red Sandy,Quartzite,Unconfined,21.6
Adilabad,1073.03,3.45,2.38,Black Cotton,Basalt,Confined,8.43
Hyderabad,1224.91,6.73,4.1,Black Cotton,Granite,Semi-confined,12.12
Khammam,1651.03,7.61,1.85,Laterite,Basalt,Semi-confined,11.77
Nizamabad,1168.29,8.23,2.52,Black Cotton,Granite,Unconfined,13.17
Warangal,1816.21,6.72,2.82,Black Cotton,Quartzite,Confined,11.89
Medak,1219.35,15.59,2.02,Black Cotton,Quartzite,Confined,19.94
Khammam,1602.1,7.79,3.06,Black Cotton,Granite,Confined,12.06
Hyderabad,1153.09,9.01,4.73,Laterite,Granite,Semi-confined,14.84
Nizamabad,1095.65,9.36,4.3,Black Cotton,Schist,Unconfined,14.92
Mahabubnagar,1268.32,8.84,4.96,Red Sandy,Quartzite,Semi-confined,16.25
Hyderabad,1145.71,7.91,3.38,Red Sandy,Schist,Semi-confined,12.68
Mahabubnagar,1272.5,6.99,2.02,Loamy,Granite,Confined,10.77
Karimnagar,1202.88,9.05,3.44,Loamy,Basalt,Semi-confined,15.0
Khammam,1624.6,9.34,4.11,Red Sandy,Schist,Confined,14.95
Adilabad,1128.15,4.82,4.34,Red Sandy,Schist,Semi-confined,11.23
Nalgonda,967.49,7.37,4.62,Red Sandy,Granite,Confined,14.55
Medak,1235.44,15.93,3.1,Red Sandy,Schist,Confined,21.82
Nalgonda,1005.53,7.52,4.05,Loamy,Granite,Semi-confined,13.19
Medak,1189.48,15.86,3.8,Red Sandy,Quartzite,Semi-confined,20.69
Khammam,1579.33,7.42,3.81,Black Cotton,Granite,Confined,13.24
Karimnagar,1289.66,8.07,3.68,Laterite,Quartzite,Semi-confined,13.07
Nizamabad,1143.74,8.33,2.02,Loamy,Schist,Confined,13.3
Warangal,1778.51,8.08,2.44,Black Cotton,Basalt,Semi-confined,11.85
Nizamabad,1157.31,7.28,3.41,Black Cotton,Granite,Unconfined,13.05
Warangal,1794.01,8.91,4.92,Red Sandy,Quartzite,Unconfined,15.65
Nalgonda,929.03,8.27,2.5,Black Cotton,Quartzite,Confined,12.15
Warangal,1737.88,9.22,2.4,Black Cotton,Schist,Semi-confined,14.14
Nizamabad,1145.95,8.78,3.32,Red Sandy,Basalt,Unconfined,14.87
Adilabad,1065.85,2.75,4.16,Laterite,Schist,Confined,8.82
Hyderabad,1242.0,9.38,4.52,Laterite,Basalt,Confined,16.86
Rangareddy,1119.19,6.62,3.84,Laterite,Schist,Unconfined,11.53
Medak,1190.91,15.79,4.36,Black Cotton,Granite,Semi-confined,21.93
Karimnagar,1288.75,8.65,2.65,Black Cotton,Basalt,Semi-confined,14.18
Rangareddy,1123.0,6.5,4.47,Loamy,Schist,Confined,12.33
Adilabad,1066.19,3.48,3.31,Laterite,Granite,Unconfined,8.02
Rangareddy,1155.37,7.25,4.53,Red Sandy,Quartzite,Unconfined,14.6
Khammam,1614.05,7.91,1.54,Black Cotton,Basalt,Confined,12.42
Warangal,1743.09,9.0,4.23,Laterite,Schist,Semi-confined,14.71
Medak,1188.53,16.63,3.16,Laterite,Granite,Unconfined,21.79
Mahabubnagar,1189.67,7.52,3.12,Red Sandy,Quartzite,Unconfined,12.59
Karimnagar,1290.64,6.69,4.6,Black Cotton,Quartzite,Semi-confined,13.13
Nizamabad,1102.9,9.0,3.23,Black Cotton,Granite,Confined,13.9
Rangareddy,1125.65,8.78,3.84,Loamy,Quartzite,Confined,14.05
Adilabad,1068.07,5.41,1.85,Loamy,Schist,Confined,9.47
Nalgonda,1014.8,8.48,1.85,Red Sandy,Quartzite,Semi-confined,12.79
Karimnagar,1210.27,7.8,2.46,Red Sandy,Granite,Confined,13.14
Adilabad,1108.03,3.25,3.57,Laterite,Basalt,Semi-confined,9.12
Medak,1244.26,16.4,3.1,Laterite,Schist,Confined,22.24
Khammam,1565.05,9.06,4.39,Black Cotton,Schist,Unconfined,15.02
Khammam,1648.24,7.71,2.33,Black Cotton,Schist,Semi-confined,11.58
Rangareddy,1093.37,8.56,2.75,Red Sandy,Basalt,Unconfined,14.21
Medak,1237.88,17.27,3.78,Laterite,Basalt,Confined,22.16
Karimnagar,1266.99,6.61,3.01,Laterite,Basalt,Semi-confined,11.93
Adilabad,1051.37,5.22,3.06,Red Sandy,Schist,Semi-confined,10.82
Mahabubnagar,1276.79,6.49,1.87,Red Sandy,Granite,Semi-confined,11.33
Karimnagar,1279.03,7.59,3.59,Red Sandy,Schist,Semi-confined,13.03
Hyderabad,1212.81,6.63,3.36,Black Cotton,Quartzite,Unconfined,11.15
Nizamabad,1114.76,8.52,4.22,Black Cotton,Granite,Semi-confined,14.48
Khammam,1613.09,8.88,3.92,Black Cotton,Granite,Confined,14.38
Khammam,1600.49,7.23,3.83,Black Cotton,Schist,Semi-confined,12.4
Adilabad,1084.51,2.77,3.41,Black Cotton,Basalt,Semi-confined,7.57
Khammam,1648.99,6.89,3.87,Red Sandy,Schist,Confined,12.49
Medak,1155.39,17.25,2.31,Loamy,Basalt,Unconfined,22.26
Hyderabad,1237.52,7.98,3.66,Laterite,Schist,Confined,13.52
Mahabubnagar,1227.27,8.14,1.61,Loamy,Quartzite,Semi-confined,11.4
Rangareddy,1067.61,7.7,3.17,Black Cotton,Quartzite,Unconfined,12.23
Warangal,1799.04,6.53,3.49,Red Sandy,Granite,Semi-confined,11.72
Karimnagar,1240.23,8.68,3.9,Laterite,Schist,Unconfined,15.29
Rangareddy,1128.02,6.64,4.48,Laterite,Schist,Confined,12.54
Karimnagar,1218.98,6.72,2.68,Laterite,Basalt,Unconfined,10.92
Nalgonda,972.64,8.22,3.52,Black Cotton,Schist,Semi-confined,13.03
Hyderabad,1147.84,7.5,3.92,Loamy,Quartzite,Unconfined,13.41
Adilabad,1064.84,3.53,3.82,Red Sandy,Basalt,Unconfined,9.86
Nizamabad,1123.18,9.4,4.04,Laterite,Granite,Unconfined,14.94
Medak,1229.55,16.54,2.23,Loamy,Basalt,Confined,20.49
Warangal,1806.83,7.85,2.14,Laterite,Basalt,Semi-confined,12.44
Nalgonda,1021.96,6.9,2.81,Black Cotton,Quartzite,Unconfined,12.34
Khammam,1602.03,6.84,3.64,Red Sandy,Granite,Confined,12.89
Nizamabad,1137.04,7.9,1.73,Red Sandy,Schist,Unconfined,12.14
Nalgonda,931.91,7.64,2.01,Laterite,Basalt,Semi-confined,10.82
Rangareddy,1157.97,7.5,3.91,Black Cotton,Granite,Unconfined,12.88
Warangal,1824.56,7.93,2.65,Black Cotton,Basalt,Semi-confined,12.16
Rangareddy,1154.96,8.06,3.4,Red Sandy,Granite,Confined,12.52
Medak,1212.74,16.48,4.93,Black Cotton,Quartzite,Unconfined,22.43
Rangareddy,1157.48,7.48,2.66,Laterite,Schist,Confined,13.01
Rangareddy,1089.5,7.89,2.63,Laterite,Basalt,Confined,12.43
Mahabubnagar,1196.45,8.91,2.03,Loamy,Schist,Semi-confined,12.47
Mahabubnagar,1264.94,9.32,2.28,Loamy,Schist,Confined,12.9
Hyderabad,1207.17,9.4,3.84,Loamy,Basalt,Semi-confined,14.35
Mahabubnagar,1246.82,8.37,3.74,Laterite,Basalt,Confined,13.51
Mahabubnagar,1199.36,7.28,2.68,Laterite,Granite,Unconfined,11.01
Rangareddy,1074.46,8.91,1.63,Red Sandy,Granite,Unconfined,11.91
Khammam,1566.4,8.17,4.19,Laterite,Quartzite,Semi-confined,14.48
Rangareddy,1137.57,7.32,1.88,Black Cotton,Granite,Unconfined,10.76
Warangal,1745.42,8.03,2.54,Black Cotton,Schist,Unconfined,13.15
Nizamabad,1090.05,7.65,1.78,Loamy,Schist,Confined,11.4
Khammam,1558.45,7.06,4.2,Red Sandy,Granite,Confined,13.16
Adilabad,1099.27,4.1,3.94,Loamy,Granite,Confined,10.98
Nizamabad,1082.56,8.55,1.62,Black Cotton,Granite,Semi-confined,11.54
Adilabad,1095.48,4.05,1.7,Loamy,Granite,Semi-confined,8.71
Rangareddy,1110.95,9.02,3.13,Laterite,Quartzite,Confined,15.09
Rangareddy,1127.93,6.47,4.24,Laterite,Basalt,Confined,12.81
Karimnagar,1233.41,8.84,2.97,Laterite,Granite,Unconfined,14.39
Khammam,1575.85,8.22,3.33,Black Cotton,Granite,Unconfined,14.51
Hyderabad,1210.91,6.65,4.94,Black Cotton,Schist,Semi-confined,12.77
Adilabad,1071.12,3.65,2.47,Loamy,Basalt,Confined,8.06
Adilabad,1090.5,4.48,3.44,Red Sandy,Basalt,Confined,9.67
Khammam,1614.27,7.86,3.32,Loamy,Schist,Semi-confined,13.77
Nizamabad,1091.6,7.22,2.57,Red Sandy,Basalt,Confined,11.72
Mahabubnagar,1181.9,7.06,4.2,Loamy,Basalt,Semi-confined,13.01
Warangal,1829.4,7.89,4.26,Loamy,Granite,Semi-confined,15.13
Mahabubnagar,1262.84,6.8,4.93,Black Cotton,Quartzite,Unconfined,13.4
Khammam,1583.63,7.2,4.67,Black Cotton,Quartzite,Semi-confined,12.92
Adilabad,1050.99,3.89,4.94,Black Cotton,Quartzite,Confined,11.32
Medak,1216.65,15.83,3.35,Laterite,Granite,Semi-confined,21.74
Warangal,1758.51,9.15,4.13,Laterite,Basalt,Confined,14.4
Nizamabad,1113.88,8.09,3.94,Black Cotton,Quartzite,Confined,14.39
Karimnagar,1220.3,6.49,2.04,Black Cotton,Granite,Semi-confined,10.28
Nizamabad,1091.56,9.29,2.03,Red Sandy,Basalt,Confined,13.47
Warangal,1767.12,7.28,2.01,Black Cotton,Granite,Confined,10.99
Khammam,1605.06,7.85,2.97,Loamy,Granite,Confined,13.6
Adilabad,1081.57,5.05,2.23,Loamy,Quartzite,Semi-confined,9.87
Hyderabad,1236.54,8.64,2.24,Red Sandy,Granite,Unconfined,12.03
Khammam,1603.25,8.54,1.64,Red Sandy,Basalt,Semi-confined,12.31
Khammam,1574.77,8.94,3.02,Laterite,Granite,Confined,14.62
Nalgonda,963.17,6.75,4.32,Red Sandy,Schist,Confined,13.29
Karimnagar,1211.12,8.06,2.95,Red Sandy,Basalt,Unconfined,12.26
Rangareddy,1122.75,7.57,2.97,Loamy,Basalt,Confined,11.83
Adilabad,1072.89,2.92,4.85,Laterite,Schist,Semi-confined,10.55
Adilabad,1133.56,5.43,2.81,Loamy,Granite,Semi-confined,10.21
Hyderabad,1185.52,7.9,1.69,Red Sandy,Schist,Confined,11.47
Karimnagar,1269.04,6.76,3.6,Laterite,Schist,Confined,13.05
Warangal,1825.96,6.65,2.59,Black Cotton,Granite,Confined,10.43
Warangal,1803.72,9.29,2.56,Red Sandy,Quartzite,Unconfined,14.09
Khammam,1649.54,8.37,4.66,Laterite,Schist,Semi-confined,14.33
Nalgonda,983.85,6.68,1.51,Red Sandy,Schist,Confined,10.38
Mahabubnagar,1267.8,8.54,4.28,Black Cotton,Basalt,Confined,14.03
Mahabubnagar,1182.78,7.75,2.31,Red Sandy,Quartzite,Semi-confined,12.45
Adilabad,1086.68,5.55,3.7,Laterite,Quartzite,Semi-confined,10.51
Nizamabad,1116.95,7.95,4.61,Black Cotton,Schist,Unconfined,15.54
Rangareddy,1140.91,6.5,1.65,Red Sandy,Basalt,Confined,9.25
Rangareddy,1094.79,8.35,1.55,Red Sandy,Quartzite,Semi-confined,12.09
Khammam,1631.98,6.61,3.5,Black Cotton,Granite,Unconfined,11.77
Nalgonda,990.09,9.32,2.99,Black Cotton,Basalt,Confined,14.08
Medak,1201.04,15.26,3.33,Black Cotton,Basalt,Unconfined,20.08
Nalgonda,1026.18,8.26,1.75,Red Sandy,Basalt,Unconfined,11.54
Mahabubnagar,1268.05,6.55,5.0,Black Cotton,Schist,Semi-confined,13.81
Karimnagar,1209.29,7.41,1.65,Black Cotton,Basalt,Semi-confined,11.63
Nizamabad,1137.29,8.05,3.87,Black Cotton,Basalt,Unconfined,14.12
Warangal,1817.4,7.29,3.72,Laterite,Granite,Semi-confined,13.84
Warangal,1790.08,7.09,2.45,Red Sandy,Basalt,Confined,10.54
Khammam,1626.52,8.45,4.13,Red Sandy,Granite,Confined,15.44
Mahabubnagar,1253.44,8.82,4.59,Black Cotton,Quartzite,Semi-confined,15.4
Nizamabad,1165.87,7.14,3.4,Loamy,Quartzite,Semi-confined,12.73
Medak,1209.16,15.47,2.12,Red Sandy,Basalt,Semi-confined,19.05
Warangal,1752.38,8.74,1.78,Black Cotton,Quartzite,Semi-confined,13.27
Khammam,1633.94,6.49,3.04,Loamy,Quartzite,Unconfined,11.06
Warangal,1769.72,8.62,3.85,Loamy,Basalt,Unconfined,14.19
Warangal,1766.93,8.42,1.87,Red Sandy,Basalt,Unconfined,12.98
Khammam,1571.23,6.65,3.72,Loamy,Basalt,Confined,12.08
Warangal,1758.45,8.87,1.74,Loamy,Schist,Confined,12.12
Warangal,1821.23,8.17,3.59,Black Cotton,Basalt,Semi-confined,13.25
Adilabad,1104.57,4.25,2.33,Black Cotton,Quartzite,Semi-confined,9.21
Karimnagar,1282.93,7.14,2.06,Loamy,Basalt,Confined,10.62
Rangareddy,1097.58,6.75,3.3,Black Cotton,Granite,Semi-confined,12.28
Karimnagar,1199.28,8.43,2.32,Laterite,Granite,Confined,13.26
Nizamabad,1119.85,8.44,2.34,Black Cotton,Basalt,Semi-confined,12.74
Medak,1252.68,16.28,1.54,Laterite,Schist,Unconfined,20.57
Khammam,1569.32,7.19,4.09,Black Cotton,Basalt,Confined,13.34
Khammam,1629.77,7.05,2.13,Loamy,Schist,Unconfined,10.74
Karimnagar,1271.86,7.96,2.36,Laterite,Basalt,Confined,12.06
Mahabubnagar,1273.17,9.22,2.43,Black Cotton,Schist,Confined,14.06
Medak,1238.76,15.71,3.19,Laterite,Quartzite,Confined,20.62
Medak,1183.7,17.36,2.72,Laterite,Basalt,Confined,22.23
Mahabubnagar,1220.89,7.02,2.6,Loamy,Basalt,Confined,12.13
Nalgonda,942.73,7.23,4.66,Red Sandy,Quartzite,Confined,14.71
Warangal,1816.28,6.42,2.69,Black Cotton,Quartzite,Unconfined,11.94
Mahabubnagar,1233.68,6.81,1.71,Laterite,Basalt,Unconfined,11.18
Nizamabad,1165.67,7.04,1.61,Loamy,Schist,Semi-confined,11.29
Hyderabad,1191.94,6.8,2.94,Red Sandy,Basalt,Confined,11.99
Hyderabad,1211.68,7.48,3.58,Black Cotton,Quartzite,Semi-confined,12.34
Karimnagar,1239.95,8.41,1.67,Loamy,Basalt,Unconfined,12.38
Karimnagar,1252.58,6.6,4.9,Black Cotton,Granite,Unconfined,14.13
Nalgonda,930.15,7.23,2.06,Laterite,Schist,Unconfined,10.76
Rangareddy,1064.87,6.62,4.85,Loamy,Schist,Semi-confined,14.09
Medak,1208.18,15.01,2.29,Black Cotton,Basalt,Semi-confined,18.57
Medak,1168.01,15.05,4.6,Laterite,Schist,Semi-confined,22.35
Medak,1179.44,14.83,2.13,Laterite,Basalt,Unconfined,19.0
Rangareddy,1113.29,8.17,1.86,Black Cotton,Schist,Confined,11.53
Mahabubnagar,1265.3,7.78,3.53,Laterite,Schist,Unconfined,12.41
Adilabad,1052.48,4.07,2.66,Laterite,Granite,Confined,9.1
Adilabad,1096.21,5.39,2.33,Laterite,Schist,Confined,10.11
Karimnagar,1225.62,8.61,4.13,Laterite,Schist,Unconfined,14.12
Nizamabad,1144.53,7.62,3.84,Loamy,Schist,Semi-confined,14.17
Nizamabad,1164.91,7.09,4.62,Laterite,Schist,Semi-confined,12.77
Khammam,1568.48,7.83,4.02,Black Cotton,Schist,Confined,14.53
Hyderabad,1236.76,8.38,4.63,Black Cotton,Quartzite,Semi-confined,14.68
Hyderabad,1204.37,8.77,3.62,Loamy,Basalt,Unconfined,13.92
Karimnagar,1204.45,7.13,3.11,Black Cotton,Basalt,Confined,11.64
Medak,1166.71,16.1,1.6,Loamy,Quartzite,Unconfined,19.77
Warangal,1765.42,8.27,2.82,Black Cotton,Granite,Semi-confined,13.3
Nizamabad,1110.78,9.19,4.53,Red Sandy,Quartzite,Confined,14.87
Rangareddy,1125.29,6.63,2.27,Black Cotton,Granite,Semi-confined,10.38
Khammam,1603.9,8.39,3.31,Black Cotton,Schist,Semi-confined,14.45
Hyderabad,1196.07,7.39,3.96,Red Sandy,Schist,Semi-confined,14.02
Nizamabad,1105.19,7.63,4.74,Laterite,Schist,Confined,15.24
Mahabubnagar,1267.33,7.37,3.85,Red Sandy,Basalt,Unconfined,14.01
Rangareddy,1142.08,9.04,3.36,Black Cotton,Quartzite,Confined,13.94
Nalgonda,978.2,7.61,3.81,Loamy,Quartzite,Semi-confined,13.51
Medak,1219.02,14.62,4.99,Black Cotton,Quartzite,Confined,20.98
Adilabad,1059.43,3.57,4.58,Red Sandy,Quartzite,Semi-confined,9.58
Karimnagar,1199.91,6.58,4.82,Laterite,Basalt,Semi-confined,13.41
Rangareddy,1122.89,8.7,4.07,Laterite,Quartzite,Semi-confined,15.06
Khammam,1583.46,8.4,2.98,Loamy,Schist,Semi-confined,12.52
Khammam,1605.13,7.94,3.14,Laterite,Basalt,Confined,12.85
Mahabubnagar,1198.44,8.99,2.67,Red Sandy,Basalt,Semi-confined,12.98
Nizamabad,1083.89,8.4,3.08,Laterite,Schist,Semi-confined,13.67
Karimnagar,1255.93,8.49,2.67,Black Cotton,Quartzite,Semi-confined,12.68
Rangareddy,1093.84,7.47,2.27,Loamy,Schist,Semi-confined,12.2
Nalgonda,974.4,6.51,3.2,Laterite,Basalt,Semi-confined,11.33
Medak,1166.08,15.35,2.31,Loamy,Granite,Unconfined,20.3
Rangareddy,1144.72,9.22,1.58,Black Cotton,Basalt,Semi-confined,13.14
Adilabad,1082.35,4.2,2.51,Red Sandy,Granite,Confined,8.82
Adilabad,1069.76,3.32,1.58,Loamy,Quartzite,Unconfined,7.2
Nalgonda,965.07,8.13,2.9,Laterite,Granite,Unconfined,12.96
Rangareddy,1101.72,8.78,3.16,Loamy,Quartzite,Unconfined,13.73
Adilabad,1104.69,3.97,2.95,Laterite,Schist,Unconfined,8.99
Nalgonda,981.94,7.96,4.65,Loamy,Granite,Unconfined,13.64
Karimnagar,1296.68,7.1,4.82,Black Cotton,Quartzite,Confined,13.4
Nizamabad,1142.19,7.33,1.53,Red Sandy,Schist,Unconfined,10.14
Warangal,1822.75,7.17,1.87,Red Sandy,Quartzite,Semi-confined,10.12
Hyderabad,1180.51,8.59,2.36,Red Sandy,Quartzite,Semi-confined,13.31
Nizamabad,1158.2,8.18,4.06,Loamy,Quartzite,Semi-confined,13.95
Khammam,1568.77,8.42,2.15,Laterite,Quartzite,Semi-confined,13.43
Adilabad,1115.7,3.3,2.62,Red Sandy,Basalt,Unconfined,7.28
Adilabad,1135.25,5.39,4.33,Laterite,Granite,Unconfined,11.22
Nalgonda,938.65,8.21,4.35,Laterite,Quartzite,Unconfined,15.5
Adilabad,1106.76,4.97,4.33,Black Cotton,Schist,Unconfined,10.31
Rangareddy,1130.35,6.52,3.38,Red Sandy,Basalt,Confined,12.33
Nalgonda,964.48,7.79,2.45,Laterite,Granite,Confined,11.75
Warangal,1757.2,6.99,2.39,Loamy,Schist,Semi-confined,10.73
Karimnagar,1263.37,7.48,4.0,Red Sandy,Granite,Semi-confined,12.94
Nalgonda,954.17,8.12,3.21,Loamy,Granite,Confined,12.74
